Station Name,Date/Time (LST),Year,Month,Day,Hour,Temperature,Dew Point Temperature,Wind_Speed,Precipitation,Station Pressure,Humidity,Windchill
TORONTO INTL A,2018-01-16 20:00:00,2018,1,16,20,-6.3,-9.7,17,,100.75,77.0,-13.0
TORONTO INTL A,2018-01-16 21:00:00,2018,1,16,21,-6.9,-10.5,19,,100.77,76.0,-14.0
TORONTO INTL A,2018-01-16 22:00:00,2018,1,16,22,-8.1,-11.6,15,,100.78,76.0,-14.0
TORONTO INTL A,2018-01-16 23:00:00,2018,1,16,23,-8.8,-12.1,13,,100.78,77.0,-15.0
TORONTO INTL A,2018-01-08 18:00:00,2018,1,8,18,2.0,-1.9,27,,98.96,75.0,
HAMILTON A,2018-01-02 17:00:00,2018,1,2,17,-9.3,-12.8,41,,99.34,76.0,-20.0
HAMILTON A,2018-01-02 16:00:00,2018,1,2,16,-8.7,-13.0,35,,99.37,71.0,-18.0
HAMILTON A,2018-01-01 00:00:00,2018,1,1,0,-23.8,-25.5,11,,100.08,86.0,-32.0
HAMILTON A,2018-01-01 01:00:00,2018,1,1,1,-22.8,-24.6,11,,100.07,85.0,-31.0
HAMILTON A,2018-01-01 02:00:00,2018,1,1,2,-22.8,-24.6,12,,100.06,86.0,-31.0
HAMILTON A,2018-01-01 03:00:00,2018,1,1,3,-23.4,-25.1,11,,100.06,86.0,-32.0
HAMILTON A,2018-01-01 04:00:00,2018,1,1,4,-21.9,-23.8,7,,100.03,85.0,-28.0
HAMILTON A,2018-01-01 05:00:00,2018,1,1,5,-20.7,-22.8,7,,99.98,84.0,-26.0
HAMILTON A,2018-01-01 06:00:00,2018,1,1,6,-21.1,-22.9,9,,99.95,85.0,-28.0
HAMILTON A,2018-01-01 07:00:00,2018,1,1,7,-20.8,-22.6,12,,99.93,85.0,-29.0
HAMILTON A,2018-01-01 08:00:00,2018,1,1,8,-20.0,-22.0,15,,99.91,84.0,-29.0
HAMILTON A,2018-01-01 09:00:00,2018,1,1,9,-17.8,-19.9,17,,99.88,84.0,-27.0
HAMILTON A,2018-01-01 10:00:00,2018,1,1,10,-15.2,-17.4,17,,99.9,84.0,-24.0
HAMILTON A,2018-01-01 11:00:00,2018,1,1,11,-13.1,-16.3,22,,99.89,77.0,-22.0
HAMILTON A,2018-01-01 12:00:00,2018,1,1,12,-11.7,-17.1,28,,99.83,65.0,-21.0
HAMILTON A,2018-01-01 13:00:00,2018,1,1,13,-11.5,-16.9,26,,99.76,65.0,-21.0
HAMILTON A,2018-01-01 14:00:00,2018,1,1,14,-12.0,-16.2,25,,99.73,71.0,-21.0
HAMILTON A,2018-01-01 15:00:00,2018,1,1,15,-11.7,-15.5,35,,99.73,74.0,-22.0
HAMILTON A,2018-01-01 16:00:00,2018,1,1,16,-11.2,-14.7,28,,99.76,76.0,-21.0
HAMILTON A,2018-01-01 17:00:00,2018,1,1,17,-11.4,-14.8,31,,99.82,76.0,-21.0
HAMILTON A,2018-01-01 18:00:00,2018,1,1,18,-12.2,-14.8,26,,99.91,81.0,-22.0
HAMILTON A,2018-01-01 19:00:00,2018,1,1,19,-12.2,-14.6,21,,99.95,82.0,-21.0
HAMILTON A,2018-01-01 20:00:00,2018,1,1,20,-12.1,-14.5,22,,99.97,82.0,-21.0
HAMILTON A,2018-01-01 21:00:00,2018,1,1,21,-12.0,-14.4,21,,99.99,82.0,-21.0
HAMILTON A,2018-01-01 22:00:00,2018,1,1,22,-12.3,-14.3,19,,100.01,85.0,-21.0
HAMILTON A,2018-01-01 23:00:00,2018,1,1,23,-12.1,-14.3,17,,100.03,84.0,-20.0
HAMILTON A,2018-01-02 00:00:00,2018,1,2,0,-11.8,-14.3,24,,99.99,81.0,-21.0
HAMILTON A,2018-01-02 01:00:00,2018,1,2,1,-11.5,-14.6,28,,99.94,78.0,-21.0
HAMILTON A,2018-01-02 02:00:00,2018,1,2,2,-11.6,-14.8,34,,99.94,77.0,-22.0
HAMILTON A,2018-01-02 03:00:00,2018,1,2,3,-11.6,-14.9,28,,99.94,76.0,-21.0
HAMILTON A,2018-01-02 04:00:00,2018,1,2,4,-11.7,-15.0,30,,99.94,76.0,-22.0
HAMILTON A,2018-01-02 05:00:00,2018,1,2,5,-12.0,-15.3,35,,99.92,77.0,-23.0
HAMILTON A,2018-01-02 06:00:00,2018,1,2,6,-13.1,-16.3,32,,99.93,77.0,-24.0
HAMILTON A,2018-01-02 07:00:00,2018,1,2,7,-14.0,-17.2,34,,99.91,77.0,-25.0
HAMILTON A,2018-01-02 08:00:00,2018,1,2,8,-14.5,-17.4,33,,99.84,79.0,-26.0
HAMILTON A,2018-01-02 09:00:00,2018,1,2,9,-13.8,-16.5,32,,99.77,80.0,-25.0
HAMILTON A,2018-01-02 10:00:00,2018,1,2,10,-12.0,-14.9,35,,99.7,79.0,-23.0
HAMILTON A,2018-01-02 11:00:00,2018,1,2,11,-11.1,-14.3,42,,99.68,77.0,-22.0
HAMILTON A,2018-01-02 12:00:00,2018,1,2,12,-10.6,-14.2,45,,99.56,75.0,-22.0
HAMILTON A,2018-01-02 13:00:00,2018,1,2,13,-9.4,-13.7,44,,99.46,71.0,-20.0
HAMILTON A,2018-01-02 14:00:00,2018,1,2,14,-9.1,-13.6,48,,99.4,70.0,-20.0
HAMILTON A,2018-01-02 15:00:00,2018,1,2,15,-9.1,-13.3,41,,99.41,72.0,-20.0
HAMILTON A,2018-01-06 21:00:00,2018,1,6,21,-21.4,-24.2,9,,100.46,78.0,-28.0
HAMILTON A,2018-01-02 18:00:00,2018,1,2,18,-9.6,-12.5,34,,99.36,80.0,-20.0
HAMILTON A,2018-01-02 19:00:00,2018,1,2,19,-9.8,-12.9,35,,99.37,79.0,-20.0
HAMILTON A,2018-01-02 20:00:00,2018,1,2,20,-10.2,-13.1,27,,99.34,80.0,-19.0
HAMILTON A,2018-01-02 21:00:00,2018,1,2,21,-10.6,-13.2,26,,99.28,81.0,-20.0
HAMILTON A,2018-01-02 22:00:00,2018,1,2,22,-11.2,-13.7,25,,99.24,82.0,-20.0
HAMILTON A,2018-01-02 23:00:00,2018,1,2,23,-12.1,-14.7,15,,99.23,81.0,-19.0
HAMILTON A,2018-01-03 00:00:00,2018,1,3,0,-12.8,-15.3,9,,99.19,81.0,-18.0
HAMILTON A,2018-01-03 01:00:00,2018,1,3,1,-10.7,-13.6,27,,99.11,79.0,-20.0
HAMILTON A,2018-01-03 02:00:00,2018,1,3,2,-10.7,-14.0,28,,99.08,77.0,-20.0
HAMILTON A,2018-01-03 03:00:00,2018,1,3,3,-10.6,-14.1,25,,99.06,76.0,-20.0
HAMILTON A,2018-01-03 04:00:00,2018,1,3,4,-10.6,-14.3,27,,99.04,75.0,-20.0
HAMILTON A,2018-01-03 05:00:00,2018,1,3,5,-9.8,-13.6,31,,98.97,74.0,-19.0
HAMILTON A,2018-01-03 06:00:00,2018,1,3,6,-9.6,-12.8,20,,98.96,77.0,-17.0
HAMILTON A,2018-01-03 07:00:00,2018,1,3,7,-11.0,-15.1,26,,98.96,72.0,-20.0
HAMILTON A,2018-01-03 08:00:00,2018,1,3,8,-11.0,-14.3,18,,98.94,77.0,-19.0
HAMILTON A,2018-01-03 09:00:00,2018,1,3,9,-10.7,-13.3,13,,98.88,81.0,-17.0
HAMILTON A,2018-01-03 10:00:00,2018,1,3,10,-9.0,-12.2,22,,98.84,78.0,-17.0
HAMILTON A,2018-01-03 11:00:00,2018,1,3,11,-8.0,-11.6,26,,98.78,76.0,-16.0
HAMILTON A,2018-01-03 12:00:00,2018,1,3,12,-7.8,-11.7,28,,98.7,74.0,-16.0
HAMILTON A,2018-01-03 13:00:00,2018,1,3,13,-7.7,-11.6,27,,98.6,74.0,-16.0
HAMILTON A,2018-01-03 14:00:00,2018,1,3,14,-7.9,-10.8,30,,98.52,79.0,-17.0
HAMILTON A,2018-01-03 15:00:00,2018,1,3,15,-7.8,-10.0,25,,98.47,84.0,-16.0
HAMILTON A,2018-01-03 16:00:00,2018,1,3,16,-7.9,-9.6,21,,98.46,87.0,-15.0
HAMILTON A,2018-01-03 17:00:00,2018,1,3,17,-7.7,-9.8,25,,98.47,84.0,-16.0
HAMILTON A,2018-01-03 18:00:00,2018,1,3,18,-7.8,-9.5,22,,98.55,88.0,-15.0
HAMILTON A,2018-01-03 19:00:00,2018,1,3,19,-8.3,-10.2,23,,98.61,86.0,-16.0
HAMILTON A,2018-01-03 20:00:00,2018,1,3,20,-9.2,-11.7,17,,98.62,83.0,-16.0
HAMILTON A,2018-01-03 21:00:00,2018,1,3,21,-10.0,-12.2,17,,98.59,84.0,-17.0
HAMILTON A,2018-01-03 22:00:00,2018,1,3,22,-10.2,-12.8,17,,98.56,81.0,-17.0
HAMILTON A,2018-01-03 23:00:00,2018,1,3,23,-10.5,-13.0,15,,98.52,82.0,-17.0
HAMILTON A,2018-01-04 00:00:00,2018,1,4,0,-10.4,-12.9,14,,98.57,82.0,-17.0
HAMILTON A,2018-01-04 01:00:00,2018,1,4,1,-10.5,-12.9,15,,98.49,82.0,-17.0
HAMILTON A,2018-01-04 02:00:00,2018,1,4,2,-10.6,-12.8,14,,98.52,84.0,-17.0
HAMILTON A,2018-01-04 03:00:00,2018,1,4,3,-10.6,-12.6,14,,98.52,86.0,-17.0
HAMILTON A,2018-01-04 04:00:00,2018,1,4,4,-10.8,-12.7,12,,98.44,87.0,-17.0
HAMILTON A,2018-01-04 05:00:00,2018,1,4,5,-10.7,-12.5,11,,98.43,87.0,-16.0
HAMILTON A,2018-01-04 06:00:00,2018,1,4,6,-11.9,-13.3,3,,98.51,90.0,-14.0
HAMILTON A,2018-01-04 07:00:00,2018,1,4,7,-12.0,-15.3,18,,98.51,77.0,-20.0
HAMILTON A,2018-01-04 08:00:00,2018,1,4,8,-12.9,-17.0,22,,98.5,71.0,-22.0
HAMILTON A,2018-01-04 09:00:00,2018,1,4,9,-13.0,-17.6,26,,98.43,69.0,-23.0
HAMILTON A,2018-01-04 10:00:00,2018,1,4,10,-12.7,-17.5,25,,98.38,68.0,-22.0
HAMILTON A,2018-01-04 11:00:00,2018,1,4,11,-12.0,-17.8,21,,98.39,62.0,-21.0
HAMILTON A,2018-01-04 12:00:00,2018,1,4,12,-12.1,-18.4,28,,98.39,60.0,-22.0
HAMILTON A,2018-01-04 13:00:00,2018,1,4,13,-11.9,-18.6,22,,98.37,58.0,-21.0
HAMILTON A,2018-01-04 14:00:00,2018,1,4,14,-12.3,-19.1,28,,98.33,58.0,-22.0
HAMILTON A,2018-01-04 15:00:00,2018,1,4,15,-13.0,-19.9,28,,98.33,57.0,-23.0
HAMILTON A,2018-01-04 16:00:00,2018,1,4,16,-13.8,-20.4,21,,98.37,58.0,-23.0
HAMILTON A,2018-01-04 17:00:00,2018,1,4,17,-15.6,-21.0,23,,98.41,64.0,-26.0
HAMILTON A,2018-01-04 18:00:00,2018,1,4,18,-16.7,-21.7,20,,98.41,66.0,-26.0
HAMILTON A,2018-01-04 19:00:00,2018,1,4,19,-17.1,-21.8,23,,98.45,67.0,-27.0
HAMILTON A,2018-01-04 20:00:00,2018,1,4,20,-17.2,-22.3,22,,98.47,65.0,-27.0
HAMILTON A,2018-01-04 21:00:00,2018,1,4,21,-17.3,-22.8,18,,98.48,63.0,-27.0
HAMILTON A,2018-01-04 22:00:00,2018,1,4,22,-17.2,-22.8,26,,98.47,63.0,-28.0
HAMILTON A,2018-01-04 23:00:00,2018,1,4,23,-17.7,-22.8,25,,98.5,65.0,-29.0
HAMILTON A,2018-01-05 00:00:00,2018,1,5,0,-18.2,-22.9,19,,98.51,67.0,-28.0
HAMILTON A,2018-01-05 01:00:00,2018,1,5,1,-18.7,-23.2,19,,98.53,68.0,-29.0
HAMILTON A,2018-01-05 02:00:00,2018,1,5,2,-19.1,-23.7,16,,98.57,67.0,-28.0
HAMILTON A,2018-01-05 03:00:00,2018,1,5,3,-19.6,-23.8,15,,98.62,69.0,-29.0
HAMILTON A,2018-01-05 04:00:00,2018,1,5,4,-19.9,-24.1,11,,98.64,70.0,-28.0
HAMILTON A,2018-01-05 05:00:00,2018,1,5,5,-20.1,-24.2,15,,98.66,70.0,-29.0
HAMILTON A,2018-01-05 06:00:00,2018,1,5,6,-20.9,-24.5,9,,98.71,73.0,-28.0
HAMILTON A,2018-01-05 07:00:00,2018,1,5,7,-20.6,-24.3,11,,98.78,73.0,-28.0
HAMILTON A,2018-01-05 08:00:00,2018,1,5,8,-20.4,-24.7,14,,98.84,69.0,-29.0
HAMILTON A,2018-01-05 09:00:00,2018,1,5,9,-20.8,-24.8,10,,98.89,71.0,-28.0
HAMILTON A,2018-01-05 10:00:00,2018,1,5,10,-18.6,-24.6,16,,98.94,60.0,-28.0
HAMILTON A,2018-01-05 11:00:00,2018,1,5,11,-17.5,-24.4,24,,98.99,56.0,-28.0
HAMILTON A,2018-01-05 12:00:00,2018,1,5,12,-16.6,-24.1,21,,98.97,53.0,-26.0
HAMILTON A,2018-01-05 13:00:00,2018,1,5,13,-16.3,-24.3,24,,98.95,51.0,-27.0
HAMILTON A,2018-01-05 14:00:00,2018,1,5,14,-16.3,-24.4,35,,98.99,51.0,-29.0
HAMILTON A,2018-01-05 15:00:00,2018,1,5,15,-16.4,-24.1,29,,99.03,52.0,-28.0
HAMILTON A,2018-01-05 16:00:00,2018,1,5,16,-16.6,-24.0,30,,99.11,54.0,-28.0
HAMILTON A,2018-01-05 17:00:00,2018,1,5,17,-17.5,-23.8,19,,99.15,58.0,-27.0
HAMILTON A,2018-01-05 18:00:00,2018,1,5,18,-18.3,-23.6,13,,99.22,64.0,-26.0
TORONTO INTL A,2018-01-01 00:00:00,2018,1,1,0,-19.5,-24.1,9,,100.89,67.0,-26.0
TORONTO INTL A,2018-01-01 01:00:00,2018,1,1,1,-21.7,-25.7,12,,100.9,71.0,-30.0
TORONTO INTL A,2018-01-01 02:00:00,2018,1,1,2,-19.3,-23.0,9,,100.89,73.0,-26.0
TORONTO INTL A,2018-01-01 03:00:00,2018,1,1,3,-20.3,-23.9,4,,100.88,73.0,-24.0
TORONTO INTL A,2018-01-01 04:00:00,2018,1,1,4,-19.9,-23.2,4,,100.83,75.0,-23.0
TORONTO INTL A,2018-01-01 05:00:00,2018,1,1,5,-18.7,-22.0,0,,100.79,76.0,
TORONTO INTL A,2018-01-01 06:00:00,2018,1,1,6,-17.5,-21.0,5,,100.72,75.0,-21.0
TORONTO INTL A,2018-01-01 07:00:00,2018,1,1,7,-17.4,-20.8,5,,100.68,75.0,-21.0
TORONTO INTL A,2018-01-01 08:00:00,2018,1,1,8,-18.5,-21.6,12,,100.64,77.0,-26.0
TORONTO INTL A,2018-01-01 09:00:00,2018,1,1,9,-14.9,-18.1,21,,100.59,76.0,-24.0
TORONTO INTL A,2018-01-01 10:00:00,2018,1,1,10,-12.8,-16.8,27,,100.59,72.0,-23.0
TORONTO INTL A,2018-01-01 11:00:00,2018,1,1,11,-11.4,-16.3,32,,100.56,67.0,-22.0
TORONTO INTL A,2018-01-01 12:00:00,2018,1,1,12,-10.0,-15.8,37,,100.46,63.0,-20.0
TORONTO INTL A,2018-01-01 13:00:00,2018,1,1,13,-9.7,-15.6,28,,100.39,62.0,-19.0
TORONTO INTL A,2018-01-01 14:00:00,2018,1,1,14,-8.7,-15.0,35,,100.36,61.0,-18.0
TORONTO INTL A,2018-01-01 15:00:00,2018,1,1,15,-10.3,-14.9,33,,100.43,69.0,-20.0
TORONTO INTL A,2018-01-01 16:00:00,2018,1,1,16,-10.6,-17.6,26,,100.49,57.0,-20.0
TORONTO INTL A,2018-01-01 17:00:00,2018,1,1,17,-11.4,-17.8,28,,100.53,59.0,-21.0
TORONTO INTL A,2018-01-01 18:00:00,2018,1,1,18,-12.3,-19.0,29,,100.63,58.0,-22.0
TORONTO INTL A,2018-01-01 19:00:00,2018,1,1,19,-13.2,-19.4,29,,100.69,60.0,-24.0
TORONTO INTL A,2018-01-01 20:00:00,2018,1,1,20,-13.9,-19.7,21,,100.74,62.0,-23.0
TORONTO INTL A,2018-01-01 21:00:00,2018,1,1,21,-14.4,-19.8,21,,100.75,64.0,-24.0
TORONTO INTL A,2018-01-01 22:00:00,2018,1,1,22,-13.9,-19.2,22,,100.75,65.0,-23.0
TORONTO INTL A,2018-01-01 23:00:00,2018,1,1,23,-12.3,-17.8,17,,100.75,64.0,-20.0
TORONTO INTL A,2018-01-02 00:00:00,2018,1,2,0,-11.7,-16.9,10,,100.73,66.0,-17.0
TORONTO INTL A,2018-01-02 01:00:00,2018,1,2,1,-11.3,-16.0,14,,100.68,68.0,-18.0
TORONTO INTL A,2018-01-02 02:00:00,2018,1,2,2,-11.6,-15.6,11,,100.66,73.0,-18.0
TORONTO INTL A,2018-01-02 03:00:00,2018,1,2,3,-11.2,-14.4,10,,100.66,78.0,-17.0
TORONTO INTL A,2018-01-02 04:00:00,2018,1,2,4,-11.3,-14.2,11,,100.61,79.0,-17.0
TORONTO INTL A,2018-01-02 05:00:00,2018,1,2,5,-10.1,-12.9,22,,100.57,80.0,-18.0
TORONTO INTL A,2018-01-02 06:00:00,2018,1,2,6,-9.7,-13.0,36,,100.54,77.0,-20.0
TORONTO INTL A,2018-01-02 07:00:00,2018,1,2,7,-10.5,-13.9,31,,100.52,76.0,-20.0
TORONTO INTL A,2018-01-02 08:00:00,2018,1,2,8,-10.9,-14.4,37,,100.49,76.0,-22.0
TORONTO INTL A,2018-01-02 09:00:00,2018,1,2,9,-11.8,-15.4,28,,100.45,75.0,-22.0
TORONTO INTL A,2018-01-02 10:00:00,2018,1,2,10,-11.3,-15.2,22,,100.37,73.0,-20.0
TORONTO INTL A,2018-01-02 11:00:00,2018,1,2,11,-10.4,-14.7,27,,100.32,71.0,-20.0
TORONTO INTL A,2018-01-02 12:00:00,2018,1,2,12,-9.7,-14.3,29,,100.23,70.0,-19.0
TORONTO INTL A,2018-01-02 13:00:00,2018,1,2,13,-8.7,-13.5,37,,100.11,69.0,-19.0
TORONTO INTL A,2018-01-02 14:00:00,2018,1,2,14,-8.2,-13.2,36,,100.04,67.0,-18.0
TORONTO INTL A,2018-01-02 15:00:00,2018,1,2,15,-8.2,-13.1,39,,100.01,68.0,-18.0
TORONTO INTL A,2018-01-02 16:00:00,2018,1,2,16,-8.4,-13.3,34,,100.05,68.0,-18.0
TORONTO INTL A,2018-01-02 17:00:00,2018,1,2,17,-9.1,-14.1,26,,100.05,67.0,-18.0
TORONTO INTL A,2018-01-02 18:00:00,2018,1,2,18,-10.7,-15.3,22,,100.11,70.0,-19.0
TORONTO INTL A,2018-01-02 19:00:00,2018,1,2,19,-10.9,-15.4,18,,100.09,70.0,-19.0
TORONTO INTL A,2018-01-02 20:00:00,2018,1,2,20,-11.2,-15.9,23,,100.03,68.0,-20.0
TORONTO INTL A,2018-01-02 21:00:00,2018,1,2,21,-12.0,-16.9,15,,99.95,67.0,-19.0
TORONTO INTL A,2018-01-02 22:00:00,2018,1,2,22,-12.1,-17.0,26,,99.88,67.0,-22.0
TORONTO INTL A,2018-01-02 23:00:00,2018,1,2,23,-12.3,-17.2,39,,99.85,67.0,-24.0
TORONTO INTL A,2018-01-03 00:00:00,2018,1,3,0,-12.9,-18.6,38,,99.89,63.0,-24.0
TORONTO INTL A,2018-01-03 01:00:00,2018,1,3,1,-13.1,-19.6,27,,99.88,58.0,-23.0
TORONTO INTL A,2018-01-03 02:00:00,2018,1,3,2,-13.4,-20.2,29,,99.86,57.0,-24.0
TORONTO INTL A,2018-01-03 03:00:00,2018,1,3,3,-13.1,-20.6,27,,99.83,54.0,-23.0
TORONTO INTL A,2018-01-03 04:00:00,2018,1,3,4,-12.0,-20.4,31,,99.78,50.0,-22.0
TORONTO INTL A,2018-01-03 05:00:00,2018,1,3,5,-11.3,-20.1,22,,99.78,49.0,-20.0
TORONTO INTL A,2018-01-03 06:00:00,2018,1,3,6,-11.2,-21.0,28,,99.75,45.0,-21.0
TORONTO INTL A,2018-01-03 07:00:00,2018,1,3,7,-11.0,-21.0,25,,99.73,44.0,-20.0
TORONTO INTL A,2018-01-03 08:00:00,2018,1,3,8,-11.6,-19.6,21,,99.74,52.0,-20.0
TORONTO INTL A,2018-01-03 09:00:00,2018,1,3,9,-10.7,-19.6,14,,99.69,48.0,-17.0
TORONTO INTL A,2018-01-03 10:00:00,2018,1,3,10,-9.1,-18.0,10,,99.66,49.0,-14.0
TORONTO INTL A,2018-01-03 11:00:00,2018,1,3,11,-8.6,-15.1,23,,99.61,60.0,-17.0
TORONTO INTL A,2018-01-03 12:00:00,2018,1,3,12,-7.2,-14.0,29,,99.48,59.0,-16.0
TORONTO INTL A,2018-01-03 13:00:00,2018,1,3,13,-6.9,-13.7,24,,99.38,59.0,-15.0
TORONTO INTL A,2018-01-03 14:00:00,2018,1,3,14,-6.5,-12.7,22,,99.28,62.0,-14.0
TORONTO INTL A,2018-01-03 15:00:00,2018,1,3,15,-6.8,-11.8,21,,99.24,68.0,-14.0
TORONTO INTL A,2018-01-03 16:00:00,2018,1,3,16,-7.0,-11.4,21,,99.25,71.0,-14.0
TORONTO INTL A,2018-01-03 17:00:00,2018,1,3,17,-7.0,-10.6,17,,99.27,75.0,-13.0
TORONTO INTL A,2018-01-03 18:00:00,2018,1,3,18,-7.5,-12.2,26,,99.34,69.0,-16.0
TORONTO INTL A,2018-01-03 19:00:00,2018,1,3,19,-7.9,-12.4,23,,99.39,71.0,-16.0
TORONTO INTL A,2018-01-03 20:00:00,2018,1,3,20,-8.8,-12.9,24,,99.41,73.0,-17.0
TORONTO INTL A,2018-01-03 21:00:00,2018,1,3,21,-9.2,-13.1,25,,99.37,73.0,-18.0
TORONTO INTL A,2018-01-03 22:00:00,2018,1,3,22,-9.4,-13.7,19,,99.32,71.0,-17.0
TORONTO INTL A,2018-01-03 23:00:00,2018,1,3,23,-9.5,-13.7,13,,99.26,72.0,-16.0
TORONTO INTL A,2018-01-04 00:00:00,2018,1,4,0,-9.2,-13.4,10,,99.32,71.0,-14.0
TORONTO INTL A,2018-01-04 01:00:00,2018,1,4,1,-9.2,-13.5,8,,99.27,71.0,-14.0
TORONTO INTL A,2018-01-04 02:00:00,2018,1,4,2,-9.2,-13.1,14,,99.28,73.0,-16.0
TORONTO INTL A,2018-01-04 03:00:00,2018,1,4,3,-9.2,-13.1,12,,99.26,74.0,-15.0
TORONTO INTL A,2018-01-04 04:00:00,2018,1,4,4,-9.6,-13.2,14,,99.18,75.0,-16.0
TORONTO INTL A,2018-01-04 05:00:00,2018,1,4,5,-9.8,-13.3,15,,99.18,76.0,-16.0
TORONTO INTL A,2018-01-04 06:00:00,2018,1,4,6,-10.1,-14.6,26,,99.25,70.0,-19.0
TORONTO INTL A,2018-01-04 07:00:00,2018,1,4,7,-11.3,-16.5,19,,99.25,66.0,-19.0
TORONTO INTL A,2018-01-04 08:00:00,2018,1,4,8,-12.4,-17.7,26,,99.25,65.0,-22.0
TORONTO INTL A,2018-01-04 09:00:00,2018,1,4,9,-12.9,-18.0,32,,99.17,66.0,-24.0
TORONTO INTL A,2018-01-04 10:00:00,2018,1,4,10,-11.5,-17.0,33,,99.1,64.0,-22.0
TORONTO INTL A,2018-01-04 11:00:00,2018,1,4,11,-10.9,-18.2,41,,99.14,55.0,-22.0
TORONTO INTL A,2018-01-04 12:00:00,2018,1,4,12,-11.3,-17.9,33,,99.18,58.0,-22.0
TORONTO INTL A,2018-01-04 13:00:00,2018,1,4,13,-11.6,-18.8,38,,99.13,56.0,-23.0
TORONTO INTL A,2018-01-04 14:00:00,2018,1,4,14,-11.7,-19.1,40,,99.08,55.0,-23.0
TORONTO INTL A,2018-01-04 15:00:00,2018,1,4,15,-11.9,-19.2,38,,99.07,55.0,-23.0
TORONTO INTL A,2018-01-04 16:00:00,2018,1,4,16,-12.6,-19.2,28,,99.1,58.0,-23.0
TORONTO INTL A,2018-01-04 17:00:00,2018,1,4,17,-13.9,-20.3,42,,99.11,59.0,-26.0
TORONTO INTL A,2018-01-04 18:00:00,2018,1,4,18,-14.9,-20.9,36,,99.12,60.0,-27.0
TORONTO INTL A,2018-01-04 19:00:00,2018,1,4,19,-15.2,-20.9,28,,99.15,62.0,-26.0
TORONTO INTL A,2018-01-04 20:00:00,2018,1,4,20,-17.4,-22.3,34,,99.21,66.0,-30.0
TORONTO INTL A,2018-01-04 21:00:00,2018,1,4,21,-18.1,-23.2,35,,99.23,65.0,-31.0
TORONTO INTL A,2018-01-04 22:00:00,2018,1,4,22,-18.9,-24.1,24,,99.25,64.0,-30.0
TORONTO INTL A,2018-01-04 23:00:00,2018,1,4,23,-19.5,-24.8,31,,99.26,64.0,-32.0
TORONTO INTL A,2018-01-05 00:00:00,2018,1,5,0,-20.1,-25.3,26,,99.26,64.0,-32.0
TORONTO INTL A,2018-01-05 01:00:00,2018,1,5,1,-20.5,-25.6,29,,99.27,65.0,-33.0
TORONTO INTL A,2018-01-05 02:00:00,2018,1,5,2,-21.2,-26.0,32,,99.31,66.0,-34.0
TORONTO INTL A,2018-01-05 03:00:00,2018,1,5,3,-21.6,-26.4,28,,99.39,66.0,-34.0
TORONTO INTL A,2018-01-05 04:00:00,2018,1,5,4,-21.9,-26.7,23,,99.41,66.0,-34.0
TORONTO INTL A,2018-01-05 05:00:00,2018,1,5,5,-21.6,-26.3,27,,99.43,66.0,-34.0
TORONTO INTL A,2018-01-05 06:00:00,2018,1,5,6,-23.0,,35,,99.46,,-37.0
TORONTO INTL A,2018-01-05 07:00:00,2018,1,5,7,-22.0,-26.7,21,,99.53,66.0,-33.0
TORONTO INTL A,2018-01-05 08:00:00,2018,1,5,8,-21.9,-26.6,18,,99.58,67.0,-32.0
TORONTO INTL A,2018-01-05 09:00:00,2018,1,5,9,-21.2,-26.2,21,,99.65,65.0,-32.0
TORONTO INTL A,2018-01-05 10:00:00,2018,1,5,10,-20.4,-25.6,19,,99.7,64.0,-31.0
TORONTO INTL A,2018-01-05 11:00:00,2018,1,5,11,-19.0,-24.7,22,,99.73,62.0,-30.0
TORONTO INTL A,2018-01-05 12:00:00,2018,1,5,12,-18.3,-24.4,20,,99.74,59.0,-28.0
TORONTO INTL A,2018-01-05 13:00:00,2018,1,5,13,-17.5,-23.4,19,,99.71,60.0,-27.0
TORONTO INTL A,2018-01-05 14:00:00,2018,1,5,14,-16.5,-21.5,11,,99.7,66.0,-23.0
TORONTO INTL A,2018-01-05 15:00:00,2018,1,5,15,-15.2,-22.9,40,,99.73,52.0,-28.0
TORONTO INTL A,2018-01-05 16:00:00,2018,1,5,16,-15.9,-24.7,39,,99.81,48.0,-29.0
TORONTO INTL A,2018-01-05 17:00:00,2018,1,5,17,-16.9,-25.6,32,,99.85,48.0,-29.0
TORONTO INTL A,2018-01-05 18:00:00,2018,1,5,18,-17.7,-25.7,31,,99.89,51.0,-30.0
TORONTO INTL A,2018-01-05 19:00:00,2018,1,5,19,-17.4,-25.5,37,,99.91,50.0,-30.0
TORONTO INTL A,2018-01-05 20:00:00,2018,1,5,20,-17.2,-25.6,31,,99.94,49.0,-29.0
TORONTO INTL A,2018-01-05 21:00:00,2018,1,5,21,-18.4,-25.8,25,,99.96,53.0,-30.0
TORONTO INTL A,2018-01-05 22:00:00,2018,1,5,22,-19.3,-25.8,24,,99.97,57.0,-31.0
TORONTO INTL A,2018-01-05 23:00:00,2018,1,5,23,-19.1,-25.4,25,,100.03,58.0,-30.0
TORONTO INTL A,2018-01-06 00:00:00,2018,1,6,0,-20.2,-25.7,22,,100.09,62.0,-31.0
TORONTO INTL A,2018-01-06 01:00:00,2018,1,6,1,-21.0,-26.1,16,,100.16,64.0,-31.0
TORONTO INTL A,2018-01-06 02:00:00,2018,1,6,2,-21.8,-26.7,17,,100.25,65.0,-32.0
